source,utt,tok_utt,season,episode,sr_number 
Ross,Yeah!,"[Yeah, !]",4,22,6214
Ross,"And-and another one had never been to a party before, so","[And, -, and, another, one, had, never, been, to, a, party, before, ,, so]",4,22,6215
Joey,"So uh, hey, that uh, that wedding ring, huh? Man, that's nice!","[So, uh, ,, hey, ,, that, uh, ,, that, wedding, ring, ,, huh, ?, Man, ,, that, 's, nice, !]",4,22,6216
Ross,"Yeah, right!","[Yeah, ,, right, !]",4,22,6217
Joey,"I was uh, I was thinking I might want to pick one of those babies up for myself, I might want to get one of those","[I, was, uh, ,, I, was, thinking, I, might, want, to, pick, one, of, those, babies, up, for, myself, ,, I, might, want, to, get, one, of, those]",4,22,6218
Ross,"That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her.","[That, ring, ?, When, my, grandmother, first, came, to, this, country, ,, that, ring, and, the, clothes, on, her, back, were, all, she, had, with, her, .]",4,22,6219
Chandler,"So you might say, the ring is irreplaceable?","[So, you, might, say, ,, the, ring, is, irreplaceable, ?]",4,22,6220
Ross,"Oh absolutely! It has been in my family for generations, and every bride who has worn it has had a long and happy life.","[Oh, absolutely, !, It, has, been, in, my, family, for, generations, ,, and, every, bride, who, has, worn, it, has, had, a, long, and, happy, life, .]",4,22,6221
Chandler,"So you might say, it's a magic ring.","[So, you, might, say, ,, it, 's, a, magic, ring, .]",4,22,6222
Ross,OH MY GOD!! I didn't really believe it until you just said it!!,"[OH, MY, GOD, !, !, I, did, n't, really, believe, it, until, you, just, said, it, !, !]",4,18,6223
Ross,Well obviously only one of us can keep dating her.,"[Well, obviously, only, one, of, us, can, keep, dating, her, .]",7,17,6224
Joey,"Obviously! So, how do we decide?","[Obviously, !, So, ,, how, do, we, decide, ?]",7,17,6225
Ross,"Well now let's-let's look at this objectively, I think I should date her","[Well, now, let's, -, let, 's, look, at, this, objectively, ,, I, think, I, should, date, her]",7,17,6226
Joey,Uh-huh. Uh-huh.,"[Uh, -, huh, ., Uh, -, huh, .]",7,17,6227
Ross,"That's interesting, but check this out. I date her","[That, 's, interesting, ,, but, check, this, out, ., I, date, her]",7,17,6228
Joey,Yeah-yeah I like that but just to go in another direction,"[Yeah, -, yeah, I, like, that, but, just, to, go, in, another, direction]",7,17,6229
Ross,"Okay, okay. This can go on for a while.","[Okay, ,, okay, ., This, can, go, on, for, a, while, .]",7,17,6230
Joey,Yeah well we should order some food then.,"[Yeah, well, we, should, order, some, food, then, .]",7,17,6231
Ross,"No Joey! Look why don't, why don't we just let her decide? Okay? Hey-hey, we'll","[No, Joey, !, Look, why, do, n't, ,, why, do, n't, we, just, let, her, decide, ?, Okay, ?, Hey, -, hey, ,, we, 'll]",7,17,6232
Joey,That sounds fair.,"[That, sounds, fair, .]",7,17,6233
Ross,Maybe I'll take her to that new French restaurant down the street,"[Maybe, I, 'll, take, her, to, that, new, French, restaurant, down, the, street]",7,17,6234
Joey,Ah yeah-wait a second now!,"[Ah, yeah, -, wait, a, second, now, !]",7,17,6235
Joey,Look we're gonna have to set a spending limit on the date.,"[Look, we, 're, gon, na, have, to, set, a, spending, limit, on, the, date, .]",7,17,6236
Joey,I don't have the money to take her to a fancy place like that.,"[I, do, n't, have, the, money, to, take, her, to, a, fancy, place, like, that, .]",7,17,6237
Ross,"Well sorry, that's what I do on dates.","[Well, sorry, ,, that, 's, what, I, do, on, dates, .]",7,17,6238
Joey,"All right, well I guess I'll just have to do what I do on dates.","[All, right, ,, well, I, guess, I, 'll, just, have, to, do, what, I, do, on, dates, .]",7,17,6239
Ross,So let's decide on the spending limit,"[So, let, 's, decide, on, the, spending, limit]",7,17,6240
Joey,"Yeah. Uh, ...a slice......six dollars?","[Yeah, ., Uh, ,, ..., a, slice, ......, six, dollars, ?]",7,17,6241
Ross,I was thinking more like a hundred.,"[I, was, thinking, more, like, a, hundred, .]",7,17,6242
Joey,Okay. Can I borrow 94 dollars?,"[Okay, ., Can, I, borrow, 94, dollars, ?]",7,17,6243
Monica,"Hi, again.","[Hi, ,, again, .]",3,6,6244
Joey,Hey!,"[Hey, !]",3,6,6245
Chandler,Hey!,"[Hey, !]",3,6,6246
Monica,"Thank you soo, much.","[Thank, you, soo, ,, much, .]",3,6,6247
Chandler,"Oh, don't thank me, thank the jerk that never showed up. Okay, I gotta get to get to work.","[Oh, ,, do, n't, thank, me, ,, thank, the, jerk, that, never, showed, up, ., Okay, ,, I, got, ta, get, to, get, to, work, .]",3,6,6248
Monica,You want some help with that?,"[You, want, some, help, with, that, ?]",3,6,6249
Joey,"Oh, no thanks, I got it.  No I don't!","[Oh, ,, no, thanks, ,, I, got, it, .,  , No, I, do, n't, !]",3,6,6250
Monica,Whoa! Are you okay?,"[Whoa, !, Are, you, okay, ?]",3,6,6251
Joey,"Whew! Stood up to fast, got a little head rush.","[Whew, !, Stood, up, to, fast, ,, got, a, little, head, rush, .]",3,6,6252
Monica,It's the heat.  And-and the humidity.,"[It, 's, the, heat, .,  , And, -, and, the, humidity, .]",3,6,6253
Joey,"That's a uh, that's a tough combination.","[That, 's, a, uh, ,, that, 's, a, tough, combination, .]",3,6,6254
Monica,Do you wanna come in for some lemonade?,"[Do, you, wanna, come, in, for, some, lemonade, ?]",3,6,6255
Joey,Like you wouldn't believe.  Wow! This is a great place.,"[Like, you, would, n't, believe, .,  , Wow, !, This, is, a, great, place, .]",3,6,6256
Monica,What do you mean?,"[What, do, you, mean, ?]",3,6,6257
Phoebe,Remember how you said you were really dense about poetry? Oh.,"[Remember, how, you, said, you, were, really, dense, about, poetry, ?, Oh, .]",3,12,6258
Joey,Oh!,"[Oh, !]",6,5,6259
Joey,"Hey, somebody left their keys.","[Hey, ,, somebody, left, their, keys, .]",6,5,6260
Joey,"Ooohh, to a Porsche!","[Ooohh, ,, to, a, Porsche, !]",6,5,6261
Joey,"Hey Gunther, these yours?","[Hey, Gunther, ,, these, yours, ?]",6,5,6265
Gunther,"Yeah, that's what I drive. I make four bucks an hour, I saved up for 350 years!","[Yeah, ,, that, 's, what, I, drive, ., I, make, four, bucks, an, hour, ,, I, saved, up, for, 350, years, !]",6,5,6266
Joey,Na-uh!  Hey did anybody lose their keys?,"[Na, -, uh, !,  , Hey, did, anybody, lose, their, keys, ?]",6,5,6267
Monica,"Joey, why don't you put them in the lost and found?","[Joey, ,, why, do, n't, you, put, them, in, the, lost, and, found, ?]",6,5,6268
Joey,There's a lost and found?  My shoe!,"[There, 's, a, lost, and, found, ?,  , My, shoe, !]",6,5,6269
Chandler,You left a shoe here?!,"[You, left, a, shoe, here, ?, !]",6,5,6270
Joey,"Well, I didn't realize until I got home.","[Well, ,, I, did, n't, realize, until, I, got, home, .]",6,5,6271
Joey,I wasn't gonna walk all the way back down here with one shoe!,"[I, was, n't, gon, na, walk, all, the, way, back, down, here, with, one, shoe, !]",6,5,6272
Joey,I'm gonna go find that guy's car and leave a note on the windshield.,"[I, 'm, gon, na, go, find, that, guy, 's, car, and, leave, a, note, on, the, windshield, .]",6,5,6274
Chandler,"Oh good, when he comes back for his keys, I'll be sure to give him your shoe.","[Oh, good, ,, when, he, comes, back, for, his, keys, ,, I, 'll, be, sure, to, give, him, your, shoe, .]",6,5,6275
Joey,Great! Thanks.,"[Great, !, Thanks, .]",6,5,6276
Carol,"Ok, and this is Funny Clown. Funny Clown is only for after his naps, not before his naps or he won't sleep.","[Ok, ,, and, this, is, Funny, Clown, ., Funny, Clown, is, only, for, after, his, naps, ,, not, before, his, naps, or, he, wo, n't, sleep, .]",2,2,6277
Ross,"Carol, we've been through this before, ok?","[Carol, ,, we, 've, been, through, this, before, ,, ok, ?]",2,2,6278
Ross,We have a good time.,"[We, have, a, good, time, .]",2,2,6279
Ross,"We laugh, we play.","[We, laugh, ,, we, play, .]",2,2,6280
Ross,It's like we're father and son.,"[It, 's, like, we, 're, father, and, son, .]",2,2,6281
Susan,"Honey, relax. Ross is great with him.  Don't look so surprised. I'm a lovely person.","[Honey, ,, relax, ., Ross, is, great, with, him, .,  , Do, n't, look, so, surprised, ., I, 'm, a, lovely, person, .]",2,2,6282
Rachel,"Oh, this is so cute.","[Oh, ,, this, is, so, cute, .]",2,2,6283
Susan,"Oh, I got that for him.","[Oh, ,, I, got, that, for, him, .]",2,2,6284
Ross,My mommies love me. That's clever.,"[My, mommies, love, me, ., That, 's, clever, .]",2,2,6285
Monica,Hello?,"[Hello, ?]",2,2,6286
Monica,"Oh, Hi, Ju--Hi, Jew!","[Oh, ,, Hi, ,, Ju, --, Hi, ,, Jew, !]",2,2,6287
Monica,Uh huh?,"[Uh, huh, ?]",2,2,6288
Monica,Uh huh?,"[Uh, huh, ?]",2,2,6289
Monica,"Ok.  Um, sure, that'd be great.","[Ok, .,  , Um, ,, sure, ,, that, 'd, be, great, .]",2,2,6290
Monica,See ya then.,"[See, ya, then, .]",2,2,6291
Monica,Bye.,"[Bye, .]",2,2,6292
Rachel,"Did you just say Hi, Jew?","[Did, you, just, say, Hi, ,, Jew, ?]",2,2,6293
Monica,"Yes. Uh, yes, I did. That was my friend, Eddie Moskowitz. Yeah, he likes it. Reaffirms his faith.","[Yes, ., Uh, ,, yes, ,, I, did, ., That, was, my, friend, ,, Eddie, Moskowitz, ., Yeah, ,, he, likes, it, ., Reaffirms, his, faith, .]",2,2,6294
Monica,Now there you go! I wouldn't want my best guest to strain her eyes!,"[Now, there, you, go, !, I, would, n't, want, my, best, guest, to, strain, her, eyes, !]",6,18,6295
Phoebe,Thanks Monica!,"[Thanks, Monica, !]",6,18,6296
Monica,Does that smell bother you?,"[Does, that, smell, bother, you, ?]",6,18,6297
Phoebe,"What the smell from Joey's? No, I can hardly smell it over here.","[What, the, smell, from, Joey, 's, ?, No, ,, I, can, hardly, smell, it, over, here, .]",6,18,6298
Monica,"Well you let me know if you can, because y'know I can bake a pie to cover it.","[Well, you, let, me, know, if, you, can, ,, because, y'know, I, can, bake, a, pie, to, cover, it, .]",6,18,6299
Phoebe,"I can smell it a little, bake the pie.","[I, can, smell, it, a, little, ,, bake, the, pie, .]",6,18,6300
Monica,Okay!,"[Okay, !]",6,18,6301
Phoebe,Okay.,"[Okay, .]",6,18,6302
Monica,"Hello?  Oh yes, one minute please.  It's for you. It's the fire inspector.","[Hello, ?,  , Oh, yes, ,, one, minute, please, .,  , It, 's, for, you, ., It, 's, the, fire, inspector, .]",6,18,6303
Phoebe,Oh!  Hello?  Yeah this is Phoebe.  Really?!,"[Oh, !,  , Hello, ?,  , Yeah, this, is, Phoebe, .,  , Really, ?, !]",6,18,6304
Joey,"Yeah, so it turns out that it wasn't the hair straightener that started the fire.","[Yeah, ,, so, it, turns, out, that, it, was, n't, the, hair, straightener, that, started, the, fire, .]",6,18,6305
Joey,"No-no, it was the candles.","[No, -, no, ,, it, was, the, candles, .]",6,18,6306
Joey,It's very not good leaving candles unattended.,"[It, 's, very, not, good, leaving, candles, unattended, .]",6,18,6307
Joey,"In fact, one of the first things they teach you in fire school is...  Uhh... Uhh... Okay.","[In, fact, ,, one, of, the, first, things, they, teach, you, in, fire, school, is, ...,  , Uhh, ..., Uhh, ..., Okay, .]",6,18,6308
Joey,"Well, I have to go now.","[Well, ,, I, have, to, go, now, .]",6,18,6309
Rachel,Joey proposed to me.,"[Joey, proposed, to, me, .]",6,1,6310
Monica,Is he crazy?! You just had Ross’s baby!,"[Is, he, crazy, ?, !, You, just, had, Ross, ’s, baby, !]",9,1,6311
Rachel,"Well, I-I said yes.","[Well, ,, I, -, I, said, yes, .]",9,1,6312
Monica,What?!,"[What, ?, !]",9,1,6313
Monica,Are you crazy?,"[Are, you, crazy, ?]",9,1,6314
Monica,You just had Ross’s baby!,"[You, just, had, Ross, ’s, baby, !]",9,1,6315
Monica,It’s-it’s so  inappropriate.,"[It’s, -, it, ’s, so,  , inappropriate, .]",9,1,6316
Monica,"No, it’s worse than that.","[No, ,, it, ’s, worse, than, that, .]",9,1,6317
Monica,It’s wrong.,"[It, ’s, wrong, .]",9,1,6318
Monica,It’s… It is bigger than  mine!,"[It, ’s, …, It, is, bigger, than,  , mine, !]",9,1,6319
Rachel,I know.,"[I, know, .]",9,1,6320
Monica,You can’t marry him!,"[You, ca, n’t, marry, him, !]",9,1,6321
Rachel,Why not? I don’t want to do this alone! And he’s such a sweet  guy and he loves me so much.,"[Why, not, ?, I, do, n’t, want, to, do, this, alone, !, And, he, ’s, such, a, sweet,  , guy, and, he, loves, me, so, much, .]",9,1,6322
Monica,Well do you love him?,"[Well, do, you, love, him, ?]",9,1,6323
Rachel,Sure.,"[Sure, .]",9,1,6324
Monica,Sure?,"[Sure, ?]",9,1,6325
Rachel,"Yeah, I mean whatever.","[Yeah, ,, I, mean, whatever, .]",9,1,6326
Monica,"Honey, the question is…do you really want to marry Joey?","[Honey, ,, the, question, is, …, do, you, really, want, to, marry, Joey, ?]",9,1,6327
Rachel,"No. No, I don’t. Could you be a dear and go tell him?","[No, ., No, ,, I, do, n’t, ., Could, you, be, a, dear, and, go, tell, him, ?]",9,1,6328
Phoebe,So-so you two were married huh? What happened? You just drift apart?,"[So, -, so, you, two, were, married, huh, ?, What, happened, ?, You, just, drift, apart, ?]",7,24,6329
Mrs. Geller,Here comes the bride.,"[Here, comes, the, bride, .]",7,24,6330
Phoebe,Oh my God Monica!,"[Oh, my, God, Monica, !]",7,24,6331
Monica,I wanna wear this everyday.,"[I, wanna, wear, this, everyday, .]",7,24,6332
Rachel,You look so beautiful.,"[You, look, so, beautiful, .]",7,24,6333
Monica,I'm so happy for me.,"[I, 'm, so, happy, for, me, .]",7,24,6334
Rachel,Hello?,"[Hello, ?]",7,24,6335
Joey,Hey! Did Chandler show up yet?,"[Hey, !, Did, Chandler, show, up, yet, ?]",7,24,6336
Rachel,"Yeah, we got him back. Everything's fine.","[Yeah, ,, we, got, him, back, ., Everything, 's, fine, .]",7,24,6337
Joey,Damnit!,"[Damnit, !]",7,24,6338
Ross,"I will be! Listen, I don't want you teaching my son that stuff anymore. Okay?","[I, will, be, !, Listen, ,, I, do, n't, want, you, teaching, my, son, that, stuff, anymore, ., Okay, ?]",7,16,6343
Rachel,Fine.,"[Fine, .]",7,16,6344
Rachel,"Fine, but I'll have you know that once I taught him that stuff he called me Fun Aunt Rachel.","[Fine, ,, but, I, 'll, have, you, know, that, once, I, taught, him, that, stuff, he, called, me, Fun, Aunt, Rachel, .]",7,16,6345
Rachel,And I loved being Fun Aunt Rachel but I'll go back to being Boring and Uncomfortable Aunt Rachel if that's what you want!,"[And, I, loved, being, Fun, Aunt, Rachel, but, I, 'll, go, back, to, being, Boring, and, Uncomfortable, Aunt, Rachel, if, that, 's, what, you, want, !]",7,16,6346
Ross,"No that's not what I want. Uh, I'm glad you guys were bonding but I","[No, that, 's, not, what, I, want, ., Uh, ,, I, 'm, glad, you, guys, were, bonding, but, I]",7,16,6347
Rachel,"Look he doesn't have any brothers or sisters, somebody's gonna have to teach him this stuff!","[Look, he, does, n't, have, any, brothers, or, sisters, ,, somebody, 's, gon, na, have, to, teach, him, this, stuff, !]",7,16,6348
Rachel,And I haven't taught him anything that a normal 6-year-old doesn't know anyway!,"[And, I, have, n't, taught, him, anything, that, a, normal, 6-year, -, old, does, n't, know, anyway, !]",7,16,6349
Ben,Crap!!,"[Crap, !, !]",7,16,6350
Rachel,I gotta go!,"[I, got, ta, go, !]",7,16,6351
Monica,Look at that! Look at that! They're going into the first class lounge! Do you know what they have in there?,"[Look, at, that, !, Look, at, that, !, They, 're, going, into, the, first, class, lounge, !, Do, you, know, what, they, have, in, there, ?]",8,3,6352
Chandler,No.,"[No, .]",8,3,6353
Monica,Me neither! We have to get in!,"[Me, neither, !, We, have, to, get, in, !]",8,3,6354
Chandler,Just act like you belong.,"[Just, act, like, you, belong, .]",8,3,6355
Monica,Oh my God! Oranges!,"[Oh, my, God, !, Oranges, !]",8,3,6356
Chandler,Shh!  Nice to see you again.,"[Shh, !,  , Nice, to, see, you, again, .]",8,3,6357
Airline Employee,"Uh sir, may I see your tickets please?","[Uh, sir, ,, may, I, see, your, tickets, please, ?]",8,3,6358
Chandler,"Yes, of course.","[Yes, ,, of, course, .]",8,3,6359
Airline Employee,"I'm sorry, would you move your thumb? I can't see the seat number.","[I, 'm, sorry, ,, would, you, move, your, thumb, ?, I, ca, n't, see, the, seat, number, .]",8,3,6360
Chandler,"Oh that's all right, I have it memorized. It's 1A.","[Oh, that, 's, all, right, ,, I, have, it, memorized, ., It, 's, 1A.]",8,3,6361
Rachel,Okay!,"[Okay, !]",7,14,6366
Rachel,Y'know what?,"[Y'know, what, ?]",7,14,6367
Rachel,I realized it was stupid to get upset about not having a husband and kids.,"[I, realized, it, was, stupid, to, get, upset, about, not, having, a, husband, and, kids, .]",7,14,6368
Rachel,All I really needed was a plan.,"[All, I, really, needed, was, a, plan, .]",7,14,6369
Rachel,See I wanna have three kids,"[See, I, wanna, have, three, kids]",7,14,6370
Phoebe,"Oh let me guess, and you wanna have them all at the same time and you wanna have them for your brother.","[Oh, let, me, guess, ,, and, you, wanna, have, them, all, at, the, same, time, and, you, wanna, have, them, for, your, brother, .]",7,14,6371
Rachel,As I was saying... I should probably have the first of the three kids by the time I'm 35 which gives me five years.,"[As, I, was, saying, ..., I, should, probably, have, the, first, of, the, three, kids, by, the, time, I, 'm, 35, which, gives, me, five, years, .]",7,14,6372
Joey,You spent a hundred dollars. That's the limit. You're screwed!,"[You, spent, a, hundred, dollars, ., That, 's, the, limit, ., You, 're, screwed, !]",7,17,6375
Ross,"Uh actually, I sent the flowers before the actual date. So technically,","[Uh, actually, ,, I, sent, the, flowers, before, the, actual, date, ., So, technically, ,]",7,17,6376
Joey,Oh-oh! So that's the way it's gonna be huh? Yeah I can break the rules too y'know!,"[Oh, -, oh, !, So, that, 's, the, way, it, 's, gon, na, be, huh, ?, Yeah, I, can, break, the, rules, too, y'know, !]",7,17,6377
Ross,Oh yeah? What are you gonna do?,"[Oh, yeah, ?, What, are, you, gon, na, do, ?]",7,17,6378
Joey,I don't know.,"[I, do, n't, know, .]",7,17,6379
Ross,Why am I not surprised?,"[Why, am, I, not, surprised, ?]",7,17,6380
Joey,Y'know what Ross? I'm not gonna let you get away with this!,"[Y'know, what, Ross, ?, I, 'm, not, gon, na, let, you, get, away, with, this, !]",7,17,6381
Ross,I don't think you have much choice.,"[I, do, n't, think, you, have, much, choice, .]",7,17,6382
Joey,Well we'll see!,"[Well, we, 'll, see, !]",7,17,6383
Ross,Bye-bye!,"[Bye, -, bye, !]",7,17,6384
Joey,Yeah bye-bye!  Hey! So just a light layer?,"[Yeah, bye, -, bye, !,  , Hey, !, So, just, a, light, layer, ?]",7,17,6385
Ross,Yes. Yes. Just here  and there .,"[Yes, ., Yes, ., Just, here,  , and, there, .]",7,17,6386
Ross,Dad?,"[Dad, ?]",7,13,6387
Mr. Geller,I'm here!,"[I, 'm, here, !]",7,13,6388
Ross,Hey!,"[Hey, !]",7,13,6389
Mr. Geller,"Hi. God, it seems like just yesterday you guys used to come out to watch me work.","[Hi, ., God, ,, it, seems, like, just, yesterday, you, guys, used, to, come, out, to, watch, me, work, .]",7,13,6390
Ross,"Dad, we-we can't believe you're selling the house.","[Dad, ,, we, -, we, ca, n't, believe, you, 're, selling, the, house, .]",7,13,6391
Mr. Geller,"Well, it's time for a new family to start their memories here and hopefully their check will clear before they find the crack in the foundation and the asbestos in the ceiling.","[Well, ,, it, 's, time, for, a, new, family, to, start, their, memories, here, and, hopefully, their, check, will, clear, before, they, find, the, crack, in, the, foundation, and, the, asbestos, in, the, ceiling, .]",7,13,6392
Ross,Let's grab our stuff and get the hell out of here.,"[Let, 's, grab, our, stuff, and, get, the, hell, out, of, here, .]",7,13,6393
Mr. Geller,I'm sorry we can't store your childhood things anymore.,"[I, 'm, sorry, we, ca, n't, store, your, childhood, things, anymore, .]",7,13,6394
Monica,"Oh, that's okay, I can't wait to see everything again! All of the memories","[Oh, ,, that, 's, okay, ,, I, ca, n't, wait, to, see, everything, again, !, All, of, the, memories]",7,13,6395
Mr. Geller,"Well, I don't know what's in the boxes down here, but I do know there are six or seven","[Well, ,, I, do, n't, know, what, 's, in, the, boxes, down, here, ,, but, I, do, know, there, are, six, or, seven]",7,13,6396
Monica,I used to,"[I, used, to]",7,13,6397
Ross,"Yeah, not as much as you used to love to play uncooked batter eater.","[Yeah, ,, not, as, much, as, you, used, to, love, to, play, uncooked, batter, eater, .]",7,13,6398
Monica,"Hey, it is unreasonable to expect a child to wait for a","[Hey, ,, it, is, unreasonable, to, expect, a, child, to, wait, for, a]",7,13,6399
Ross,"Ok, got the vent open.","[Ok, ,, got, the, vent, open, .]",1,23,6400
Phoebe,"Hi, I'm Ben. I'm hospital worker Ben. It's Ben... to the rescue!","[Hi, ,, I, 'm, Ben, ., I, 'm, hospital, worker, Ben, ., It, 's, Ben, ..., to, the, rescue, !]",1,23,6401
Ross,"Ben, you ready?","[Ben, ,, you, ready, ?]",1,23,6402
Ross,"All right, gimme your foot.","[All, right, ,, gimme, your, foot, .]",1,23,6403
Ross,"Ok, on three, Ben.","[Ok, ,, on, three, ,, Ben, .]",1,23,6404
Ross,"One, two, three.","[One, ,, two, ,, three, .]",1,23,6405
Ross,"Ok, That's it, Ben.","[Ok, ,, That, 's, it, ,, Ben, .]",1,23,6406
Susan,What do you see?,"[What, do, you, see, ?]",1,23,6407
Phoebe,"Well, Susan, I see what appears to be a dark vent. Wait. Yes, it is in fact a dark vent.","[Well, ,, Susan, ,, I, see, what, appears, to, be, a, dark, vent, ., Wait, ., Yes, ,, it, is, in, fact, a, dark, vent, .]",1,23,6408
Ross,"Phoebs, It's open! It's open!","[Phoebs, ,, It, 's, open, !, It, 's, open, !]",1,23,6409
Janitor,Wait! You forgot your legs!,"[Wait, !, You, forgot, your, legs, !]",1,23,6410
Mr. Posner,"You have a very impressive resume, Ms. Green. I especially like what I see here about implementing a new filing system.","[You, have, a, very, impressive, resume, ,, Ms., Green, ., I, especially, like, what, I, see, here, about, implementing, a, new, filing, system, .]",4,9,6411
Rachel,Thank you.,"[Thank, you, .]",4,9,6412
Joanna,Filing system?,"[Filing, system, ?]",4,9,6413
Joanna,Oh-oh!,"[Oh, -, oh, !]",4,9,6414
Joanna,You mean those-those little colored labels you put on all the folders?,"[You, mean, those, -, those, little, colored, labels, you, put, on, all, the, folders, ?]",4,9,6415
Joanna,It certainly did brighten up the inside of the filing cabinets.,"[It, certainly, did, brighten, up, the, inside, of, the, filing, cabinets, .]",4,9,6416
Rachel,"Well, they uh, they-they do more than that.","[Well, ,, they, uh, ,, they, -, they, do, more, than, that, .]",4,9,6417
Mrs. Lynch,I notice that you've been trusted with a lot of rather important responsibilities.,"[I, notice, that, you, 've, been, trusted, with, a, lot, of, rather, important, responsibilities, .]",4,9,6418
Rachel,"Yes, Joanna really has been an incredible mentor to me.","[Yes, ,, Joanna, really, has, been, an, incredible, mentor, to, me, .]",4,9,6419
Joanna,Oh. And Rachel has been really incredible in getting my morning bagel for me. It's amazing how she gets it right almost,"[Oh, ., And, Rachel, has, been, really, incredible, in, getting, my, morning, bagel, for, me, ., It, 's, amazing, how, she, gets, it, right, almost]",4,9,6420
Rachel,"I-I-I of course, I have more responsibilities than that.","[I, -, I, -, I, of, course, ,, I, have, more, responsibilities, than, that, .]",4,9,6421
Joanna,"Oh yes, well there's the coffee too.  Rachel can carry two things at once!","[Oh, yes, ,, well, there, 's, the, coffee, too, .,  , Rachel, can, carry, two, things, at, once, !]",4,9,6422
Mr. Posner,"Yes, that's very good. Now a uh, big part of this job is cultivating personal relationships, especially with designers.","[Yes, ,, that, 's, very, good, ., Now, a, uh, ,, big, part, of, this, job, is, cultivating, personal, relationships, ,, especially, with, designers, .]",4,9,6423
Rachel,"Yes, I realize that","[Yes, ,, I, realize, that]",4,9,6424
Joanna,"And Rachel shouldn't have any problem with that. The only problem might be getting a little too friendly, if you know what I mean.","[And, Rachel, should, n't, have, any, problem, with, that, ., The, only, problem, might, be, getting, a, little, too, friendly, ,, if, you, know, what, I, mean, .]",4,9,6425
Rachel,I love working with designers!,"[I, love, working, with, designers, !]",4,9,6426
Joanna,"With them, under them, what's the difference? Eh, Rach?","[With, them, ,, under, them, ,, what, 's, the, difference, ?, Eh, ,, Rach, ?]",4,9,6427
Rachel,"Chandler, you have an assistant right?","[Chandler, ,, you, have, an, assistant, right, ?]",7,4,6428
Chandler,Did she call? You-you told her I was sick right? Always tell her I am sick!,"[Did, she, call, ?, You, -, you, told, her, I, was, sick, right, ?, Always, tell, her, I, am, sick, !]",7,4,6429
Monica,"Chandler, listen to me sweetie, I know you can do this. Okay? You have a beautiful smile.","[Chandler, ,, listen, to, me, sweetie, ,, I, know, you, can, do, this, ., Okay, ?, You, have, a, beautiful, smile, .]",7,5,6430
Chandler,I do?,"[I, do, ?]",7,5,6431
Monica,"Yeah!  All right, maybe you don't have to smile. Let's try something else. Let's try umm, try looking sexy.","[Yeah, !,  , All, right, ,, maybe, you, do, n't, have, to, smile, ., Let, 's, try, something, else, ., Let, 's, try, umm, ,, try, looking, sexy, .]",7,5,6432
Chandler,Okay.,"[Okay, .]",7,5,6433
Monica,Or not.,"[Or, not, .]",7,5,6434
Phoebe,Where's Chandler?,"[Where, 's, Chandler, ?]",7,8,6435
Chandler,Here I am.,"[Here, I, am, .]",7,8,6436
Phoebe,Wash your hands!!!,"[Wash, your, hands, !, !, !]",7,8,6437
Chandler,How did you...know?,"[How, did, you, ..., know, ?]",7,8,6438
Ross,Hey! What's she doing back here?,"[Hey, !, What, 's, she, doing, back, here, ?]",7,8,6439
Monica,"Relax, Ross. She's not made of ice cream!","[Relax, ,, Ross, ., She, 's, not, made, of, ice, cream, !]",7,8,6440
Ross,"Hey look, Phoebe. I, uh, I laid out the states geographically...","[Hey, look, ,, Phoebe, ., I, ,, uh, ,, I, laid, out, the, states, geographically, ...]",7,8,6441
Monica,What happened in Atlantic City?!,"[What, happened, in, Atlantic, City, ?, !]",7,4,6442
Ross,"Well, Chandler and I are in a bar","[Well, ,, Chandler, and, I, are, in, a, bar]",7,4,6443
Chandler,"Did you not hear me say, ""Du-ude?!""","[Did, you, not, hear, me, say, ,, "", Du, -, ude, ?, !, ""]",7,4,6444
Ross,"And this girl is making eyes at Chandler, okay?","[And, this, girl, is, making, eyes, at, Chandler, ,, okay, ?]",7,4,6445
Ross,"So after awhile he-he goes over to her and uh, after a minute or two, I see them kissing.","[So, after, awhile, he, -, he, goes, over, to, her, and, uh, ,, after, a, minute, or, two, ,, I, see, them, kissing, .]",7,4,6446
Ross,"Now, I know what you're thinking, Chandler's not the type of guy who just goes to bars and makes out with girls, and you're right, Chandler's not the type of guy who just goes to bars and makes out with...girls.","[Now, ,, I, know, what, you, 're, thinking, ,, Chandler, 's, not, the, type, of, guy, who, just, goes, to, bars, and, makes, out, with, girls, ,, and, you, 're, right, ,, Chandler, 's, not, the, type, of, guy, who, just, goes, to, bars, and, makes, out, with, ..., girls, .]",7,4,6447
Monica,You kissed a guy?!! Oh my God.,"[You, kissed, a, guy, ?, !, !, Oh, my, God, .]",7,4,6448
Chandler,"In my defense, it was dark and he was a very pretty guy.","[In, my, defense, ,, it, was, dark, and, he, was, a, very, pretty, guy, .]",7,4,6449
Ross,"Oh Mon, I laughed so hard","[Oh, Mon, ,, I, laughed, so, hard]",7,4,6450
Chandler,"Ho-ho, so hard we had to throw out your underwear again?","[Ho, -, ho, ,, so, hard, we, had, to, throw, out, your, underwear, again, ?]",7,4,6451
Ross,"Whatever dude, you kissed a guy.","[Whatever, dude, ,, you, kissed, a, guy, .]",7,4,6452
Rachel,"So umm, you're gonna stay with me as long as I need you?","[So, umm, ,, you, 're, gon, na, stay, with, me, as, long, as, I, need, you, ?]",8,20,6453
